Ranking,Video ID,Video Title,Date Published,Category,Tags,URL,Duration,Views,Favorites,Rating,Raters,# Comments,Description,Comment Thread
11,"""XQyEurCmfYA""","""Caesarean Section: Delivery of the baby and placenta and cleaning the uterine cavity""",2011-10-03,"""Education""","""healthoernetwork, medicine, c-section, caesarean section, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=XQyEurCmfYA&feature=youtube_gdata_player,153,12971,5,3.4,5,3,"This video ""Delivery of the baby and placenta and cleaning the uterine cavity"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Caesarean Section. The complete learning module is available through the African Health OER Network at: www.oerafrica.org A Caesarean section, also known as C-section, is a surgical procedure in which incisions are made through a motherapos;s abdomen (laparotomy) and uterus (hysterotomy) to deliver one or more babies. It is usually performed when a vaginal delivery would put the babyapos;s or motherapos;s life or health at risk, although in recent times it has been also performed upon request for childbirths that could otherwise have been natural. The World Health Organization (WHO) recommends that the rate of Caesarean sections should not exceed 15% in any country. This programme includes narrated surgical video of the procedure as well as interactive case exercises and a brief self-assessment. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a <b>...</b>","tawny1792 (2012-01-30) I had﻿ a c- section. This just makes me cringe.;

xflaxen1 (2011-12-30) Beautiful baby girl!﻿;

rachmtz92 (2011-10-24) Omg﻿;

", 
12,"""oXL1rH11MTg""","""Agglutination assay to detect antigens""",2010-12-23,"""Education""","""antigens, medicine, microbiology, health, oer, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=oXL1rH11MTg&feature=youtube_gdata_player,164,10475,15,5.0,21,2,"This short animation demonstrates detection of specific antigens using the agglutination assay. This resource was developed by Cary Engleberg of the University of Michigan. It is part of a larger learning module about laboratory methods for clinical microbiology (available at open.umich.edu 2009-2010, Cary Engleberg. This is licensed under a Creative Commons Attribution Noncommercial 3.0 License creativecommons.org","sherif529 (2012-02-06) thx﻿;

Rathanasan (2011-12-18) THANKS!﻿ GOOD VIDEO!;

", 
13,"""4W_4N_EOMxw""","""Total Abdominal Hysterectomy: Catheterisation""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=4W_4N_EOMxw&feature=youtube_gdata_player,54,10454,11,2.3333333,3,2,"This video ""Total Abdominal Hysterectomy: Catheterisation"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School","AussieTigeress1 (2012-01-26) @ALANLEEY Its called a catheter, it's placed into the females urethra and then﻿ connected to a catheter bag to measure urine output..........;

ALANLEEY (2012-01-07) OMG what the fuuuuuuuuuuuuuuuuuuuuuuuuuuuuck lol how what the fuck was that,﻿;

", 
14,"""We59HczAquk""","""Total Abdominal Hysterectomy: Clamping, cutting, and ligating the cardinal ligaments and vagina angl""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=We59HczAquk&feature=youtube_gdata_player,359,9828,8,4.2,5,1,"This video ""Total Abdominal Hysterectomy: Clamping, cutting, and ligating the cardinal ligaments and vagina angles"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School","cheeryc2008 (2012-02-06) Hahaha funny uretus﻿ .. It's uterus sir ... Drs should know this things;

reoz7 (2012-01-21) uretus??
I thought﻿ it was uterus?;

", 
15,"""HfqCcUSM314""","""Episiotomy Repair: Suturing of the muscle layer""",2011-10-03,"""Education""","""healthoernetwork, medicine, episiotomy, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=HfqCcUSM314&feature=youtube_gdata_player,72,8793,6,3.4,5,1,"This video ""Suturing of the muscle layer"" byProf. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Episiotomy Repair. The complete learning module is available through the African Health OER Network at: www.oerafrica.org An episiotomy is a surgical incision through the perineum made to enlarge the vagina and assist childbirth. The incision can be midline or at an angle from the posterior end of the vulva, is performed under local anaesthetic (pudendal anesthesia) and is sutured closed after delivery. It is one of the most common medical procedures performed on women, and although its routine use in childbirth has steadily declined in recent decades. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School","fastandeffective (2011-12-02) You will find that interrupted sutures are﻿ equally fast but safer, on the muscle layer.;

", 
16,"""Jr8VXp3Poj4""","""Episiotomy Repair: Placement of a swab and infiltration of local anaesthetic for the repair""",2011-10-03,"""Education""","""healthoernetwork, medicine, episiotomy, obstetrics, gynaecology, maternal health""",https://www.youtube.com/watch?v=Jr8VXp3Poj4&feature=youtube_gdata_player,64,7415,2,5.0,1,1,"This video ""Placement of a swab and infiltration of local anaesthetic for the repair"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Episiotomy Repair. The complete learning module is available through the African Health OER Network at: www.oerafrica.org An episiotomy is a surgical incision through the perineum made to enlarge the vagina and assist childbirth. The incision can be midline or at an angle from the posterior end of the vulva, is performed under local anaesthetic (pudendal anesthesia) and is sutured closed after delivery. It is one of the most common medical procedures performed on women, and although its routine use in childbirth has steadily declined in recent decades. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School","LaraAmir (2012-02-07) omg!!!
﻿;

MsMsbreanna (2012-01-03) EW﻿;

", 
17,"""hZ3IR_DhynU""","""Staining of a Gram-Positive Bacterium""",2010-12-23,"""Education""","""health, medicine, microbiology, gramstain, oer, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=hZ3IR_DhynU&feature=youtube_gdata_player,108,6381,19,5.0,23,1,"This short animation demonstrates a gram stain of gram-positive bacterium. This resource was developed by Cary Engleberg of the University of Michigan. It is part of a larger learning module about laboratory methods for clinical microbiology (available at open.umich.edu 2009-2010, Cary Engleberg. This is licensed under a Creative Commons Attribution Noncommercial 3.0 License creativecommons.org","12999teapot (2011-11-06) This is﻿ so interesting! Thanks for sharing. :);

", 
18,"""u4CTBRXk7tk""","""Total Abdominal Hysterectomy: Incision and opening of the pelvic cavity""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=u4CTBRXk7tk&feature=youtube_gdata_player,156,5478,4,5.0,4,1,"This video ""Total Abdominal Hysterectomy: Incision and opening of the pelvic cavity"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School","MsYuotuber (2011-12-20) thanks﻿ prof;

", 
19,"""kSRR1HT1ENA""","""Examination of the Pregnant Woman: The general physical examination""",2011-09-26,"""Education""","""healthoernetwork, medicine, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=kSRR1HT1ENA&feature=youtube_gdata_player,160,5277,5,5.0,3,0,"This video ""Examination of the Pregnant Woman: The general physical examination"" is part of a multimedia-based module by Cary Engleberg (University of Michigan) and Kwabena Danso (KNUST). This programme consists of notes and demonstration videos that explain how to examine a near-term, pregnant woman. In the course of the programme, the learner will encounter the terms used to describe the relationship of the fetus to the motherapos;s anatomy, and they will be expect to interpret and describe the findings of an examination on video, using these terms. The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology.",, 
20,"""aV8NPSiPh_4""","""Measuring Serum Antibody with an Agglutination Assay""",2010-12-23,"""Education""","""health, medicine, microbiolgy, antibodies, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=aV8NPSiPh_4&feature=youtube_gdata_player,248,5204,14,5.0,8,3,"This short animation demonstrates measuring serum antibody with an agglutination assay. This resource was developed by Cary Engleberg of the University of Michigan. It is part of a larger learning module about laboratory methods for clinical microbiology (available at open.umich.edu 2009-2010, Cary Engleberg. This is licensed under a Creative Commons Attribution Noncommercial 3.0 License creativecommons.org","JuCyb3rc4t (2011-04-05) Oh btw thank you so much for the﻿ vid, I really needed this! Glad you explained the prozone effect too.;

JuCyb3rc4t (2011-04-05) @openmichigan
Isn't agglutination different from﻿ precipitation? I noticed you used both words to describe the same phenomena, but... My teacher said that one of the differences is that, in precipitation, both antibodies and antigens are soluble, and in agglutination, only antibodies are soluble. What does this mean anyway? =x;

bass109 (2011-02-28) Jesus is coming soon! repent﻿ and prepare for the lord;

", 
21,"""alA685tq6_c""","""Staining of a Gram-Negative Bacterium""",2010-12-23,"""Education""","""health, medicine, microbiology, gramstain, oer, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=alA685tq6_c&feature=youtube_gdata_player,104,5067,17,5.0,17,4,"This short animation demonstrates a gram stain of gram-negative bacterium. This resource was developed by Cary Engleberg of the University of Michigan. It is part of a larger learning module about laboratory methods for clinical microbiology (available at open.umich.edu 2009-2010, Cary Engleberg. This is licensed under a Creative Commons Attribution Noncommercial 3.0 License creativecommons.org","AlphaKiloFive (2011-12-10) Great video, easy to understand and awesome step-by-step approach.

Thanks for uploading !﻿;

mash5oo692 (2011-04-24) thank you﻿ so much;

anthropofagos (2011-02-08) Thank﻿ yo so so so much, im going to study with your videos!;

balletrocks92 (2011-01-26) Thanks :) This really helps a lot!﻿;

", 
22,"""_a8c2qskuzA""","""Episiotomy Repair: Animation of the closure procedure""",2011-10-03,"""Education""","""healthoernetwork, medicine, episiotomy, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=_a8c2qskuzA&feature=youtube_gdata_player,63,4956,4,5.0,4,0,"This video ""Animation of the closure procedure"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Episiotomy Repair. The complete learning module is available through the African Health OER Network at: www.oerafrica.org The source (FLA) file for this animation can be found at open.umich.edu An episiotomy is a surgical incision through the perineum made to enlarge the vagina and assist childbirth. The incision can be midline or at an angle from the posterior end of the vulva, is performed under local anaesthetic (pudendal anesthesia) and is sutured closed after delivery. It is one of the most common medical procedures performed on women, and although its routine use in childbirth has steadily declined in recent decades. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
23,"""VLhMXFE5y8A""","""Episiotomy Repair: Inspection of the repair""",2011-10-03,"""Education""","""healthoernetwork, medicine, episiotomy, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=VLhMXFE5y8A&feature=youtube_gdata_player,18,4329,2,5.0,2,0,"This video ""Inspection of the repair"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Episiotomy Repair. The complete learning module is available through the African Health OER Network at: www.oerafrica.org An episiotomy is a surgical incision through the perineum made to enlarge the vagina and assist childbirth. The incision can be midline or at an angle from the posterior end of the vulva, is performed under local anaesthetic (pudendal anesthesia) and is sutured closed after delivery. It is one of the most common medical procedures performed on women, and although its routine use in childbirth has steadily declined in recent decades. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
24,"""tg5P6MM7AAs""","""How to Prepare a Gram Stain""",2010-12-23,"""Education""","""ghana, knust, health, medicine, microbiology, gram stain, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=tg5P6MM7AAs&feature=youtube_gdata_player,263,4021,3,4.6923075,13,5,"This show video demonstrates how to prepare a gram stain. This resource was developed by Charles Adjei Osei of the Kwame Nkrumah University of Science and Technology and Cary Engleberg of the University of Michigan. It is part of a larger learning module about laboratory methods for clinical microbiology (available at open.umich.edu 2009-2010, Kwame Nkrumah University of Science and Technology and Cary Engleberg. This is licensed under a Creative Commons Attribution Noncommercial 3.0 License creativecommons.org","staceclaudbelle (2011-12-02) Great, thanks for﻿ that.  Very helpful;

smartaleck05 (2011-11-30) My practical is tomorrow! Thanks!﻿;

GraLimon (2011-10-12) 1ST PRACTICAL TOMORROW :)﻿ THANKS FOR THE VIDEO;

pinkydotpurple (2011-08-31) thnks! it﻿ helps a lot!;

starksenterprises (2011-07-28) Cool﻿;

", 
25,"""x_UFp_6ATkA""","""Episiotomy Repair: Suturing of the skin""",2011-10-03,"""Education""","""healthoernetwork, medicine, episiotomy, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=x_UFp_6ATkA&feature=youtube_gdata_player,168,3813,1,5.0,1,2,"This video ""Suturing of the skin"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Episiotomy Repair. The complete learning module is available through the African Health OER Network at: www.oerafrica.org An episiotomy is a surgical incision through the perineum made to enlarge the vagina and assist childbirth. The incision can be midline or at an angle from the posterior end of the vulva, is performed under local anaesthetic (pudendal anesthesia) and is sutured closed after delivery. It is one of the most common medical procedures performed on women, and although its routine use in childbirth has steadily declined in recent decades. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School","mx5genesis (2011-11-19) it seems you are using a vicryl 0 in doing subcuticular suture..how is the outcome anyways?﻿;

swanny9990 (2011-11-04) that must kill once﻿ the freezing wears off....;

", 
26,"""lKWgqj8lWDg""","""Caesarean Section: Closing the uterine incision""",2011-10-03,"""Education""","""healthoernetwork, medicine, c-section, caesarean section, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=lKWgqj8lWDg&feature=youtube_gdata_player,346,3777,2,0,0,1,"This video ""Closing the uterine incision"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Caesarean Section. The complete learning module is available through the African Health OER Network at: www.oerafrica.org A Caesarean section, also known as C-section, is a surgical procedure in which incisions are made through a motherapos;s abdomen (laparotomy) and uterus (hysterotomy) to deliver one or more babies. It is usually performed when a vaginal delivery would put the babyapos;s or motherapos;s life or health at risk, although in recent times it has been also performed upon request for childbirths that could otherwise have been natural. The World Health Organization (WHO) recommends that the rate of Caesarean sections should not exceed 15% in any country. This programme includes narrated surgical video of the procedure as well as interactive case exercises and a brief self-assessment. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution <b>...</b>","fastandeffective (2011-12-02) Exteriorising the uterus does not offer any advantages to the patient and wastes﻿ time.
Interrupted sutures are safer and equally fast, if the assistant actually helps...;

", 
27,"""inK0LdkUKGI""","""Total Abdominal Hysterectomy: Induction of anaesthesia""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=inK0LdkUKGI&feature=youtube_gdata_player,65,2962,1,0,0,0,"This video ""Total Abdominal Hysterectomy: Induction of anesthesia"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
28,"""ed1SCK3O9EM""","""Caesarean Section: Making the abdominal incision""",2011-10-03,"""Education""","""healthoernetwork, medicine, c-section, caesarean section, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=ed1SCK3O9EM&feature=youtube_gdata_player,131,2936,2,5.0,3,0,"This video ""Making the abdominal incision"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Caesarean Section. The complete learning module is available through the African Health OER Network at: www.oerafrica.org A Caesarean section, also known as C-section, is a surgical procedure in which incisions are made through a motherapos;s abdomen (laparotomy) and uterus (hysterotomy) to deliver one or more babies. It is usually performed when a vaginal delivery would put the babyapos;s or motherapos;s life or health at risk, although in recent times it has been also performed upon request for childbirths that could otherwise have been natural. The World Health Organization (WHO) recommends that the rate of Caesarean sections should not exceed 15% in any country. This programme includes narrated surgical video of the procedure as well as interactive case exercises and a brief self-assessment. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution <b>...</b>",, 
29,"""qphokxSd4CM""","""Microscopic Staining for Blood Parasites""",2010-12-23,"""Education""","""ghana, knust, oer, malaria, microbiology, medicine, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=qphokxSd4CM&feature=youtube_gdata_player,360,2908,5,3.4,5,4,"This six minute video demonstrates staining methods for microscopic diagnosis of malaria, including Field's (rapid) staining and Giemsa staining. This resource was developed by Charles Adjei Osei of the Kwame Nkrumah University of Science and Technology and Cary Engleberg of the University of Michigan. It is part of a larger learning module about laboratory methods for clinical microbiology (available at open.umich.edu 2009-2010, Kwame Nkrumah University of Science and Technology and Cary Engleberg. This is licensed under a Creative Commons Attribution Noncommercial 3.0 License creativecommons.org","bayrosoma (2011-12-19) thanks!! I am﻿ a student of biology and that video helped me a lot!!!
thanks again!;

happinesson (2011-12-04) nice demonstration and narration..inside a medtech﻿ lab..;

WTFITproductions (2011-03-23) where did you get the blood?﻿ O.o VAMPIRE! haha kidding;

sajirao1 (2011-01-16) what a new machinery you have to perform tests........hehehehehe
 sorry dude but try to make a slide in a good way.you dont even know﻿ how to make a blood smear on the slide....;

", 
30,"""hYw6AcCYnbU""","""Breast Examination""",2011-11-23,"""Education""","""healthoernetwork, surgery, medicine, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=hYw6AcCYnbU&feature=youtube_gdata_player,719,2572,7,4.0,4,0,"""This video """"Clinical Examinations in Surgery: Breast Examination"""" is part of a multimedia-based module by Dr Nii Armah Adu-Aryee, Prof EQ Acheampong, Prof ED Yeboah, Mr. Baako, Dr Michael Segbefia, Prof. Richard MK Adanu, and Chris Andrew Yebuah. The module is part of a series designed for medical students to assist in preparation for clinical examinations in surgery. This module explores how to examine superficial swellings in breasts. The basic guidelines for surgery are similar to internal medicine. The disease profile, however, may vary. The basic process is: 1. History 2. Physical Examination 3. Integration of information Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2010-11 University of Ghana Medical School""",, 
31,"""QCG55BimriQ""","""Total Abdominal Hysterectomy: Placement of a towel to retract the intestines; division and ligation""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=QCG55BimriQ&feature=youtube_gdata_player,243,2342,1,5.0,1,0,"This video ""Total Abdominal Hysterectomy: Placement of a towel to retract the intestines; division and ligation of the round ligaments and infundibulopelvic ligaments"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
32,"""cRAnHJfmr6o""","""Total Abdominal Hysterectomy: Closure of the vaginal cuff and attachment of the cuff angles to the c""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=cRAnHJfmr6o&feature=youtube_gdata_player,395,2341,1,5.0,1,0,"This video ""Total Abdominal Hysterectomy: Closure of the vaginal cuff and attachment of the cuff angles to the cardinal ligaments"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
33,"""2tIrcvsVRN4""","""Total Abdominal Hysterectomy: Cleansing and draping the patient""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=2tIrcvsVRN4&feature=youtube_gdata_player,89,2314,3,5.0,1,0,"This video ""Total Abdominal Hysterectomy: Cleansing and draping the patient"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
34,"""-txmMvX87G8""","""Total Abdominal Hysterectomy: Clamping below the cervix and incision across the upper vaginal vault;""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=-txmMvX87G8&feature=youtube_gdata_player,252,2205,2,5.0,5,0,"This video ""Total Abdominal Hysterectomy: Clamping below the cervix and incision across the upper vaginal vault; uterine removal"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
