Country,Views,Monetizable views,Total estimated earnings,AFV earnings,YouTube earnings,YouTube rental earnings,Subscribers net change,Subscribers gained,Subscribers lost,Total ratings,Dislikes,Likes,Favorites net change,Favorites added,Favorites removed,Comments,Shares,Call-to-Action Clicks,Call-to-Action Impressions,Call-to-Action Click through rate,Total engagement
Malta,15,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Dominica,14,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Iran,14,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cambodia,14,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Dominican Republic,12,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Estonia,12,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Guatemala,12,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Kazakhstan,11,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Ecuador,10,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Tanzania,9,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Albania,9,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Moldova,9,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
El Salvador,8,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Côte d’Ivoire,8,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Luxembourg,8,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Macau SAR China,8,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cyprus,7,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Costa Rica,7,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Panama,7,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Réunion,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Barbados,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Maldives,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Nicaragua,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Mongolia,5,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Namibia,5,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Suriname,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Zambia,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Saint Vincent and the Grenadines,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Djibouti,3,,$0,$0,$0,$0,,,,0,,0,-1,0,1,0,0,,,0.00,1
Uganda,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Fiji,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Gambia,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Afghanistan,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Belize,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Somalia,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Rwanda,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Montenegro,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Martinique,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Honduras,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Iceland,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
U.S. Virgin Islands,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Uruguay,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Guyana,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Guam,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Netherlands Antilles,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Botswana,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Bahamas,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Tajikistan,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Bolivia,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
French Polynesia,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Jersey,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Saint Lucia,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
British Virgin Islands,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Eritrea,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Grenada,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Samoa,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Guernsey,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Aruba,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Anguilla,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Angola,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Sierra Leone,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Senegal,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cameroon,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
China,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Mozambique,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Myanmar [Burma],1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
New Caledonia,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Isle of Man,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Kyrgyzstan,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cayman Islands,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
