Country,Views,Monetizable views,Total estimated earnings,AFV earnings,YouTube earnings,YouTube rental earnings,Subscribers net change,Subscribers gained,Subscribers lost,Total ratings,Dislikes,Likes,Favorites net change,Favorites added,Favorites removed,Comments,Shares,Call-to-Action Clicks,Call-to-Action Impressions,Call-to-Action Click through rate,Total engagement
El Salvador,19,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Iceland,17,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Uganda,16,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Guam,15,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cameroon,15,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Rwanda,14,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Antigua and Barbuda,13,,$0,$0,$0,$0,,,,1,0,1,1,1,0,1,0,,,0.00,3
Moldova,12,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Honduras,12,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Zimbabwe,12,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cayman Islands,12,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Luxembourg,11,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Réunion,10,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Barbados,8,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Fiji,7,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Brunei,7,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cyprus,7,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Somalia,7,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Martinique,7,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Montenegro,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Nicaragua,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Iran,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Saint Kitts and Nevis,6,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Suriname,5,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Malawi,5,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Namibia,5,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Zambia,5,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Angola,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Senegal,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Madagascar,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Macau SAR China,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Papua New Guinea,4,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Djibouti,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Grenada,3,,$0,$0,$0,$0,,,,0,0,0,-1,0,1,0,0,,,0.00,1
Guadeloupe,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Aruba,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Afghanistan,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Botswana,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Tajikistan,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Bhutan,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Monaco,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Maldives,3,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Uzbekistan,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cuba,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Côte d’Ivoire,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Myanmar [Burma],2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
New Caledonia,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Kyrgyzstan,2,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Guyana,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Gambia,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Togo,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Cape Verde,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Northern Mariana Islands,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Mauritania,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Niger,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
French Polynesia,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Haiti,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
Saint Lucia,1,,$0,$0,$0,$0,,,,,,,,,,,,,,0.00,
